Field Name,Field Alias,Domain Name,Domain Description,Domain Type,Option Name,Option Code,Min Value,Max Value
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,"zndj0001 - Yesilyurt Bachelor Housing Site, Site #1",zndj0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,"zndm0001 - Ljycikoy Bachelor Housing Site, Site #1",zndm0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,znml0001 - Yokose Communication Station Site #1,znml0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,znre0001 - Yokota Air Base Site #1,znre0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zpfr0001 - Yongsan Administration Annex Site #1,zpfr0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zqel0001 - Youngstown Site #1,zqel0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,"zqug0001 - Yuki Radio Relay Site, Site #1",zqug0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zqun0001 - Yukon Weapons Range Site #1,zqun0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zqxj0001 - Yuma Radar Site,zqxj0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zree0001 - Yumurtalik Petroleum Prod Storage Annex Site #1,zree0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zrvl0001 - Zanesville ANG Station Site #1,zrvl0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zsfj0001 - Zemmer Storage Annex Site #1,zsfj0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tdka0002 - Dahlgren,tdka0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tdka0003 - US Space Comm Bayfield ACO06891,tdka0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tdka0004 - JBTEC Academy Park Loop ACO06734,tdka0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tdka0005 - USpaceComm Newport Rd ACO07015,tdka0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ajxf0002 - Monitoring Wells Foxley LLC,ajxf0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ajxf0005 - Monitoring Wells Soil Safe Inc,ajxf0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,cfjq0002 - Prince Georges County Parcel 42,cfjq0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fxbm0004 - Baker Communication Site,fxbm0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fxbm0005 - Broadus Communication Site,fxbm0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fxbm0006 - Shadehill Communication Site,fxbm0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,sgbp0002 - Offutt Ingrants,sgbp0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fbnv0003 - DMAFB Pima County Repi,fbnv0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,hjzh0002 - Fort Richardson Site 2,hjzh0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0003 - Keystone Peak,nuex0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,znre0002 - Royal Australian Air Force Base Darwin,znre0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,dkfx0002 - JBC Ashley Phosphate,dkfx0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,hjzh0003 - Fort Richardson Site 3,hjzh0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vdyd0003 - HQAMC Sg Pmi Warehouse,vdyd0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ftfa0007 - Eglin AFB Site 7 Anclote D4,ftfa0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tyfr0002 - Kaiserslautern Warehouse Storage,tyfr0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0004 - Sentinel Tracker,nuex0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0002 - Site 53,ashe0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,lask0001 - Lask Air Base Housing,lask0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fbnv0004 - DMAFB Rescue Trng Site I,fbnv0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tkfh0002 - Grange Mini Mute Sha10 Site 1,tkfh0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tkfh0003 - Midville Mini Mute Sha9,tkfh0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0005 - Legal Tender Mine,nuex0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,hert0002 - FE Brick Entry Sign,hert0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0003 - Site 61,ashe0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,acbf0003 - Nga Innovation Lease With Gsa,acbf0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0006 - Smith Peak,nuex0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fkjg0001 - Dover Family Housing Annex Site 1,fkjg0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0007 - Granite Mountains Tracking Station,nuex0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0008 - Growler Mountains Tracker Station,nuex0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0009 - Sierra Pinta Tracker Station,nuex0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,nuex0010 - White Tanks Communication Site,nuex0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0007 - Turzii Lrct,ashe0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,spbn0003 - Otis Ang Base Site 3 Middle Marker,spbn0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0003 - Adak Sensor Site,baey0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0004 - Amchitka Sensor Site_baey0004,baey0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0005 - Atka Sensor Site,baey0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0006 - Amchitka Sensor Site_baey0006,baey0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jbab0001 - JBAB Site1,jbab0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jbab0003 - JBAB Navy Ingrant,jbab0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,jbab0002 - JBAB Fuel Pier,jbab0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ashe0006 - Graf Ignatievo Air Base,ashe0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,znre0003 - Royal Australian Air Force Base Tindal,znre0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tyfr0006 - Husterhoeh Warehouse Complex,tyfr0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,fmkm0010 - Duluth International Airfield Site 10,fmkm0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,mbmv0005 - Michigan Joint Force Headquarters,mbmv0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vyhk0011 - Lask Air Base,vyhk0011,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,qmsn0008 - Ase Storage Yard,qmsn0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,mxrd0009 - Hanscom Hbn Foreign Military Sales Program Site 9,mxrd0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,qfqe0002 - Raf Akrotiri,qfqe0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,exsw0004 - Imperial College,exsw0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,exsw0002 - London Housing Flat,exsw0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0030 - Nellis NTTR Pl 10665,rkxf0030,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0024 - Nellis NTTR N42723,rkxf0024,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0022 - Nellis NTTR N42722,rkxf0022,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0011 - Nellis NTTR N19846,rkxf0011,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,mwqz0002 - Angel Peak B60 Transmitter Site,mwqz0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,mwqz0003 - Angel Peak B18 Microwave Site,mwqz0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0031 - Nellis NTTR N84133,rkxf0031,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0013 - Nellis NTTR N49861,rkxf0013,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0025 - Nellis RrN ld 3107,rkmf0025,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0023 - Las Vegas Paiute Tribe Easement,rkmf0023,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0004 - Nellis NTTRN 41560,rkxf0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0024 - Nellis RrN ld 3154,rkmf0024,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0026 - Nellis RrN ld 3095,rkmf0026,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0029 - Nellis AFBN 51808,rkmf0029,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0028 - Nellis AFB Sar Road,rkmf0028,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0027 - Nellis Sar Tract B112,rkmf0027,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0014 - Nellis La 1413,rkmf0014,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0015 - Nellis Dot Street Signs,rkmf0015,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0016 - Nellis Lvb Comm Line,rkmf0016,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxm0002 - Nellis Sar Highway Crossing,rkxm0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0021 - Nellis12InWaterline,rkmf0021,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxm0003 - Nellis  SarSfre1351,rkxm0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0020 - Nellis  1247VPowerline,rkmf0020,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0037 - Nellis  NTTR Sfre 851,rkxf0037,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0010 - Nellis  NTTR N80656,rkxf0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0003 - Nellis NTTR N41559,rkxf0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0051 - Nellis NTTR SFRE 790,rkxf0051,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0011 - Nellis AreaIii Rr Crossing,rkmf0011,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0012 - Nellis Hwy 93 Waterline,rkmf0012,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0013 - Nellis Hwy 93 Pipeline,rkmf0013,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0017 - Nellis N54351,rkmf0017,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0002 - Nellis NTTR SFRE 363,rkxf0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0006 - Nellis NTTR N41557,rkxf0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0005 - Nellis NTTR N41558,rkxf0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0007 - Nellis NTTR N41555,rkxf0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0008 - Nellis NTTR N41561,rkxf0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0009 - Nellis NTTR N53375,rkxf0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0012 - Nellis NTTR N47795,rkxf0012,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0016 - Nellis NTTR N42745,rkxf0016,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0017 - Nellis NTTR N42746,rkxf0017,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0018 - Nellis NTTR N42721,rkxf0018,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0019 - Nellis NTTR N43407,rkxf0019,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0020 - Nellis NTTR N43405,rkxf0020,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0021 - Nellis NTTR N43406,rkxf0021,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0023 - Nellis NTTR N42724,rkxf0023,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0026 - Nellis NTTR N55713,rkxf0026,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0018 - Nellis Uppr Plssxg,rkmf0018,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0019 - Nellis Plss Crossing,rkmf0019,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0003 - Nellis Airfield,rkmf0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0010 - Nellis RrN ld 2821,rkmf0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,mwqz0004 - Angel Peak Fiber Optics,mwqz0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ratr0002 - Mt Sunrise Beacon Lights,ratr0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0028 - Nellis NTTR N63129,rkxf0028,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0032 - Nellis NTTR N82806,rkxf0032,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0033 - Nellis NTTR N54351,rkxf0033,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0027 - Nellis NTTR N61494,rkxf0027,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0034 - Nellis NTTR SFRE 434,rkxf0034,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0035 - Nellis NTTR SFRE 368,rkxf0035,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0039 - Nellis NTTR SFRE 367,rkxf0039,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0040 - Nellis NTTR SFRE 588,rkxf0040,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0042 - Nellis NTTR SFRE 402,rkxf0042,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0043 - Nellis NTTR SFRE 403,rkxf0043,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0044 - Nellis NTTR SFRE 365,rkxf0044,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0045 - Nellis NTTR SFRE 433,rkxf0045,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0048 - Nellis NTTR SFRE 366,rkxf0048,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0049 - Nellis NTTR SFRE 362,rkxf0049,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0055 - Nellis NTTR SFRE 605,rkxf0055,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0053 - Nellis NTTR SFRE 370,rkxf0053,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0054 - Nellis NTTR SFRE 369,rkxf0054,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0056 - Nellis NTTR SFRE 388,rkxf0056,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0057 - Nellis NTTR SFRE 459,rkxf0057,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0059 - Nellis NTTR SFRE 387,rkxf0059,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0060 - Nellis NTTR SFRE 413,rkxf0060,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0007 - Nellis Us Hwy Water Main,rkmf0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0008 - Nellis Rr Spur Crossing,rkmf0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0009 - Nellis Rr Power Line,rkmf0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0005 - Nellis Safety Buffer,rkmf0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0014 - Nellis NTTR N50838,rkxf0014,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0050 - Nellis NTTR SFRE 432,rkxf0050,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0025 - Nellis NTTR N42725,rkxf0025,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0038 - Nellis NTTR SFRE 364,rkxf0038,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0047 - Nellis NTTR Sfre550,rkxf0047,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0022 - Nellis 14In Waterline,rkmf0022,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0052 - Nellis NTTR SFRE 385,rkxf0052,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkxf0058 - Nellis NTTR SFRE 460,rkxf0058,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,rkmf0006 - Nellis Boulevard Water Main,rkmf0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0005 - Tyndall Eod Robotics Rdte,xlwu0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,lktc0005 - Creech SFRE 1336,lktc0005,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,lktc0004 - Creech Us 95 Access East Gate,lktc0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,lktc0007 - Blm Creech Bypass Road,lktc0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,lktc0008 - Blm Creech Muns Access,lktc0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,lktc0006 - Indian Springs Us 95 Communication Lines,lktc0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xhzg0002 - TulsaIap Site 2,xhzg0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,zhtv0004 - Wright Patterson Site 4,zhtv0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0007 - Semisopochnoi Sensor Site,baey0007,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0008 - Unalaska Sensor Site,baey0008,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0009 - Attu Sensor Site,baey0009,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0010 - Agattu Sensor Site,baey0010,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0011 - Dutch Harbor Sensor Site,baey0011,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0012 - Gambell Sensor Site,baey0012,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0013 - St Paul Sensor Site,baey0013,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0014 - Savoonga Sensor Site,baey0014,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,znre0004 - Haneda Air Mail Control Activity Office,znre0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,dpez0002 - Drop Zone Cheyenne Rap,dpez0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,guqe0003 - Aafes Switchpoint Site 3,guqe0003,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,ptfl0012 - Kc 10 Simulator Relocation,ptfl0012,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,dhaf0001 - Al Dhafra Air Base_dhaf0001,dhaf0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,alua0001 - Al Udeid Air Base_alua0001,alua0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,tkfh0004 - Georgetown Airport Mini Mute Site 1,tkfh0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,vdyd0004 - Scott AFB Afpc Gsa Oa IndianapolisIn,vdyd0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,weas0004 - Louisville Iap Standiford Fl Grade Ln,weas0004,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,xlwu0006 - Wendover Radio Relay,xlwu0006,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0002 - Deep Violet Farm,baey0002,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,asvf0001 - Muwaffaq Salti Air Base_asvf0001,asvf0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,acvz0001 - Al Jaber Air Base,acvz0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,aewv0001 - Ali Al Salem Air Base_aewv0001,aewv0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,mbrb0001 - Al Mubarak Air Base,mbrb0001,,
siteId,Site ID,SiteId,The code assigned to the Site by the Service/WHS that has inventory control.,CodedValue,baey0015 - Beale AFB Hidden Springs I,baey0015,,
