Area Size UOM (areaSizeUom),Building Condition (buildingCondition),Building Condition Index (buildingConditionIndex),Building Custodial Type (buildingCustodialType),Building Op Status (buildingOpStatus),Country (country),Data Collection (dataCollection),Elevation Unit of Measure (elevationUom),Facility Condition Code (facilityConditionCode),Facility Gross Sq Ft UOM (facilityGrossSqFtUom),Flex Field Boolean (flexFieldYn),Has Giant Voice (hasGiantVoice),has Mass Notification Device (hasMassNotificationDevice),Height Max Uom (heightMaxUom),Installation Identifier (installationId),Installation Name (installationName),Is Heritage Asset (isHeritageAsset),Is Real Property (isRealProperty),Major Command (majorCommand),Mission Dependency Index (missionDependencyIndex),Owner (owner),Perimeter Size UOM (perimeterSizeUom),Road Post Directional (roadPostDirectional),Road Prefix Directional (roadPrefixDirectional),Real Property Interest (rpInterest),RPA Construction Type (rpaConstructionType),Real Property Asset Type (rpaType),Real Property Site Unique Identifier (rpsuid),Site ID (siteId),State or Territory Name (stateName),Vertical Datum Type (verticalDatumType),Visitor Map Name (visitorMapName)
,,,,,Canada (CA) (can),,,,,,,,,dbeh - Cape Canaveral AFS (dbeh),Carswell ARS (carswellArs),,,,,,,,,,,,1398 - Attu Research Site 1 (1398),aqrc0001 - Atlantic City International Airport Site #1 (aqrc0001),NE (ne),Reference Low Water Level According to Danube Commission (rlwlDonau),
,,,,,Cocos (Keeling) Islands (CC) (cck),,,,,,,,,dbhq - Cape Cod AFS (dbhq),Castle AFB (castleAfb),,,,,,,,,,,,1400 - Aviano Air Base Site 1 (1400),aqxg0001 - Atterbury Reserve Forces Training (aqxg0001),NH (nh),Russian Normal Backwater Level (rnbl),
,,,,,Switzerland (CH) (che),,,,,,,,,dcft - Abe Lincoln Capital Airport AGS (dcft),Cavalier SFS (cavalierSfs),,,,,,,,,,,,1401 - Aviano Administration Annex Group Hq Site 1 (1401),aqxg0002 - Atterbury Reserve Air to Ground Range (aqxg0002),NJ (nj),Russian Project Water Level (rpwl),
,,,,,Chile (CL) (chl),,,,,,,,,ddpf - Carswell AFB (BRAC) (ddpf),Channel Islands ANGS (channelIslandsAgs),,,,,,,,,,,,1402 - Aviano Ammunition Storage Annex Site 1 (1402),"aqyx0001 - Attu Research Site, Site #1 (aqyx0001)",NM (nm),Station Datum (stnd),
,,,,,China (CN) (chn),,,,,,,,,ddpm - Carswell ARS (ddpm),Chanute AFB (chanuteAfb),,,,,,,,,,,,1403 - Aviano Railhead Annex Site #1  (1403),ashe0001 - Aviano Air Base Site #1 (ashe0001),NV (nv),Tweede Algemene Waterpassing (TAW) (taw),
,,,,,Cote D'Ivoire (CI) (civ),,,,,,,,,desr - Castle AFB (desr),Charlotte/Douglas International Airport AGS (charlotteDouglasIApAgs),,,,,,,,,,,,1404 - Aviano Hospital School Annex (1404),ashj0001 - Aviano Administration Annex Group Hq Site #1 (ashj0001),NY (ny),To Be Determined (tbd),
,,,,,Cameroon (CM) (cmr),,,,,,,,,djcf - Channel Islands ANGS (djcf),Cheyenne Mountain SFS (cheyenneMountainSfs),,,,,,,,,,,,1405 - Aviano Bachelor Housing Annex No 2 Site 1 (1405),ashp0001 - Aviano Ammunition Storage Annex Site #1 (ashp0001),OH (oh),World Geodetic System 1984 (wgs84),
,,,,,"Congo (Kinshasa), Democratic Republic Of The (CD) (cod)",,,,,,,,,djdb - Chanute AFB (BRAC) (djdb),Cheyenne Regional Airport AGS (cheyenneRApAgs),,,,,,,,,,,,1406 - Aviano Maintenance Annex Site 1 (1406),ashu0001 - Aviano Railhead Annex Site #1 (ashu0001),OK (ok),,
,,,,,Congo (Brazzaville) (CG) (cog),,,,,,,,,dkfx - JB Charleston (dkfx),Clear SFS (clearSfs),,,,,,,,,,,,1407 - Aviano Storage Annex Site 1 (1407),asjd0001 - Aviano Hospital-School Annex (asjd0001),OR (or),,
,,,,,Cook Islands (CK) (cok),,,,,,,,,dpez - Cheyenne Regional Airport AGS (dpez),Columbus AFB (columbusAfb),,,,,,,,,,,,1409 - Aviano Recreational Area (1409),"asje0001 - Aviano Bachelor Housing Annex #2, Site #1 (asje0001)",OT (ot),,
,,,,,Colombia (CO) (col),,,,,,,,,dpnb - O'Hare ARS (BRAC) (dpnb),Costa Mesa ANGS (costaMesaAngs),,,,,,,,,,,,1410 - Aviano Family Housing Annex No 5 Site 1 (1410),asjj0001 - Aviano Maintenance Annex Site #1 (asjj0001),PA (pa),,
,,,,,Comoros (KM) (com),,,,,,,,,dxeb - Clear AFS (dxeb),Coyle ANG Training Annex (coyleAngTrainingAnnex),,,,,,,,,,,,1411 - Arbuckle Airfield Site #1  (1411),asjk0001 - Aviano Storage Annex Site #1 (asjk0001),PR (pr),,
,,,,,Clipperton Island (CP) (cpt),,,,,,,,,eazp - Middle Georgia Regional Airport AGS (eazp),Creech AFB (creechAfb),,,,,,,,,,,,1412 - Avonparkafrange Site #1  (1412),asjp0001 - Aviano Recreational Area (asjp0001),PW (pw),,
,,,,,Cape Verde (CV) (cpv),,,,,,,,,eepz - Columbus AFB (eepz),Dane County Regional Airport-Truax Field ANGB (daneCountyRApTruaxFieldAngb),,,,,,,,,,,,1413 - Bd Emitter Site Site 1 (1413),"asjq0001 - Aviano Family Housing Annex #5, Site #1 (asjq0001)",RI (ri),,
,,,,,Costa Rica (CR) (cri),,,,,,,,,egyn - Cavalier AFS (egyn),Davis Monthan AFB (davisMonthanAfb),,,,,,,,,,,,1414 - Be Emitter Site Site 1 (1414),aspq0001 - Arbuckle Airfield Site #1 (aspq0001),SC (sc),,
,,,,,Cuba (CU) (cub),,,,,,,,,eqtl - Coyle ANG Training Annex (eqtl),Des Moines International Airport AGS (desMoinesIApAgs),,,,,,,,,,,,1415 - Bf Emitter Site Site 1 (1415),aspr0001 - Avon Park AF Range Site #1 (aspr0001),SD (sd),,
,,,,,Curacao (CW) (cuw),,,,,,,,,ervd - Camp Pendleton Military Reservation ANG (ervd),Dobbins ARB (dobbinsArb),,,,,,,,,,,,1416 - Bg Emitter Site Site 1 (1416),"atgb0001 - BD-Emitter Site, Site #1 (atgb0001)",To Be Determined (tbd),,
,,,,,Christmas Island (CX) (cxr),,,,,,,,,erwm - Camp Rilea ANGS (erwm),Dothan Regional Airport ANGS (dothanRegionalAirportAngs),,,,,,,,,,,,1417 - Bk Emitter Site Site 1 (1417),"atgc0001 - BE-Emitter Site, Site #1 (atgc0001)",TN (tn),,
,,,,,Cayman Islands (KY) (cym),,,,,,,,,etrd - Camp Murray ANGS (etrd),Dover AFB (doverAfb),,,,,,,,,,,,1418 - Bj Emitter Site Site 1 (1418),"atgd0001 - BF-Emitter Site, Site #1 (atgd0001)",TX (tx),,
,,,,,Cyprus (CY) (cyp),,,,,,,,,eubc - Camp Perry ANGS (eubc),Duluth International Airport AGS (duluthAgs),,,,,,,,,,,,1419 - Bi Emitter Site Site 1 (1419),"atge0001 - BG-Emitter Site, Site #1 (atge0001)",UM (um),,
,,,,,Czech Republic (CZ) (cze),,,,,,,,,exsw - RAF Croughton (exsw),Dyess AFB (dyessAfb),,,,,,,,,,,,1420 - Bc Emitter Site Site 1 (1420),"atgf0001 - BK-Emitter Site, Site #1 (atgf0001)",UN (un),,
,,,,,Germany (DE) (deu),,,,,,,,,fakz - Montgomery Regional Airport ANGB (fakz),Eaker AFB (eakerAfb),,,,,,,,,,,,1422 - Badlands Air Force Range Site 1 (1422),"atgg0001 - BJ-Emitter Site, Site #1 (atgg0001)",UT (ut),,
,,,,,Diego Garcia (DG) (dga),,,,,,,,,fbnv - Davis Monthan AFB (fbnv),Eareckson AS (earecksonAs),,,,,,,,,,,,1423 - Fort Wayne International Airport Site #1  (1423),"atgh0001 - BI-Emitter Site, Site #1 (atgh0001)",VA (va),,
,,,,,Djibouti (DJ) (dji),,,,,,,,,ffan - Des Moines International Airport AGS (ffan),Eastern Air Defense SectorANG (easternAirDefenseSectorAng),,,,,,,,,,,,1425 - Bandirma Air Base Site #1  (1425),"atgi0001 - BC-Emitter Site, Site #1 (atgi0001)",VI (vi),,
,,,,,Dominica (DM) (dma),,,,,,,,,fgwb - Dobbins ARB (fgwb),Eastern WV Regional Airport-Shepherd Field AGS (easternWvRegionalArptShepherdFieldAgs),,,,,,,,,,,,"1426 - Aviano Family Housing Site, Site #1  (1426)",atpz0001 - Badlands Air Force Range Site #1 (atpz0001),VT (vt),,
,,,,,Denmark (DK) (dnk),,,,,,,,,fjrp - Charlotte/Douglas International Airport AGS (fjrp),Edwards AFB (edwardsAfb),,,,,,,,,,,,1427 - Bann Communication Station No 2 Site 1 (1427),atqz0001 - Fort Wayne International Airport Site #1 (atqz0001),WA (wa),,
,,,,,Dominican Republic (DO) (dom),,,,,,,,,fjxt - Dover AFB (fjxt),Eglin AFB (eglinAfb),,,,,,,,,,,,1428 - Bann Comm Station Site 1 (1428),atqz0002 - Fort Wayne International Airport Site #2 (atqz0002),WI (wi),,
,,,,,Algeria (DZ) (dza),,,,,,,,,fknn - Bangor International Airport AGS (fknn),Eielson AFB (eielsonAfb),,,,,,,,,,,,"1429 - Santa Barbara Nexrad Weather Site, Site #1  (1429)",atqz0003 - Fort Wayne International Airport Site #3 (atqz0003),WV (wv),,
,,,,,Ecuador (EC) (ecu),,,,,,,,,fmkm - Duluth International Airport AGS (fmkm),Ellington Field AGS (ellingtonFieldAgs),,,,,,,,,,,,1430 - RAF Barford St. John Transmitter Annex Site #1  (1430),atqz0004 - Fort Wayne International Airport Site #4 (atqz0004),WY (wy),,
,,,,,Egypt (EG) (egy),,,,,,,,,fnwz - Dyess AFB (fnwz),Ellsworth AFB (ellsworthAfb),,,,,,,,,,,,1431 - Barksdale Air Force Base Site 1 (1431),atqz0005 - Fort Wayne International Airport Site #5 (atqz0005),,,
,,,,,Eritrea (ER) (eri),,,,,,,,,fpbb - Fort Drum Military Reservation (fpbb),England AFB (englandAfb),,,,,,,,,,,,1432 - Barksdale Ils Middle Marker Annex Site 1 (1432),avhl0001 - Bandirma Air Base Site #1 (avhl0001),,,
,,,,,Western Sahara (EH) (esh),,,,,,,,,fspm - Edwards AFB (fspm),Fairchild AFB (fairchildAfb),,,,,,,,,,,,1434 - Barnes Map (1434),"avia0001 - Aviano Family Housing Site, Site #1 (avia0001)",,,
,,,,,Spain (ES) (esp),,,,,,,,,ftev - Hurlburt Field (ftev),Forbes Field AGS (forbesFieldAgs),,,,,,,,,,,,1435 - Barro Radio Relay Annex Site 1 (1435),"avqp0001 - Bann Communication Station#2, Site #1 (avqp0001)",,,
,,,,,Estonia (EE) (est),,,,,,,,,ftfa - Eglin AFB (ftfa),Fort Dodge ANG (fortDodgeAng),,,,,,,,,,,,1436 - Barter Island Dew Station Bar Site #1  (1436),avqu0001 - Bann Comm Station Site #1 (avqu0001),,,
,,,,,Ethiopia (ET) (eth),,,,,,,,,ftqw - Eielson AFB (ftqw),Fort Drum Military Reservation (fortDrumMilitaryReservation),,,,,,,,,,,,1437 - Batman Air Base Site #1  (1437),"avws0001 - Santa Barbara Nexrad Weather Site, Site #1 (avws0001)",,,
,,,,,Finland (FI) (fin),,,,,,,,,fwjh - Ellington Field AGS (fwjh),Fort George Meade (fortGeorgeMeade),,,,,,,,,,,,1438 - Bb Emitter Site Site 1 (1438),awjb0001 - RAF Barford St. John Transmitter Annex Site #1 (awjb0001),,,
,,,,,Fiji (FJ) (fji),,,,,,,,,fxbm - Ellsworth AFB (fxbm),Fort Huachuca (fortHuachuca),,,,,,,,,,,,1439 - Aa Emitter Site Site 1 (1439),awub0001 - Barksdale Air Force Base Site #1 (awub0001),,,
,,,,,Falkland Islands (Islas Malvinas) (FK) (flk),,,,,,,,,fxsb - JB Elmendorf Richardson (fxsb),Fort Indiantown GAP ANGS (fortIndiantownGApAngs),,,,,,,,,,,,1440 - Ab Emitter Site Site 1 (1440),awub0002 - Barksdale Air Force Base Site #2 (awub0002),,,
,,,,,France (FR) (fra),,,,,,,,,gamh - England AFB (gamh),Ft. Smith Municipal Airport AGS (fortSmithMunicipalArptAgs),,,,,,,,,,,,1441 - Ac Emitter Site Site 1 (1441),awub0003 - Barksdale Air Force Base Site #3 (awub0003),,,
,,,,,Faroe Islands (FO) (fro),,,,,,,,,gamn - England AFB (BRAC) (gamn),Fort Wayne International Airport AGS (fortWayneIApAgs),,,,,,,,,,,,1442 - Ae Emitter Site Site 1 (1442),awun0001 - Barksdale ILS Middle Marker Annex Site #1 (awun0001),,,
,,,,,Fed States Micronesia (FM) (fsm),,,,,,,,,ghln - Francis E. Warren AFB (ghln),Four Lakes ANGS (fourLakesAngs),,,,,,,,,,,,1443 - Af Emitter Site Site 1 (1443),axqd0001 - Barnes Map ANG) Site #1 (axqd0001),,,
,,,,,Gabon (GA) (gab),,,,,,,,,gjkz - Fairchild AFB (gjkz),Francis E. Warren AFB (francisEWarrenAfb),,,,,,,,,,,,1444 - Ag Emitter Site Site 1 (1444),axqd0002 - BARNES MAP ANG SITE 2 (axqd0002),,,
,,,,,United Kingdom (GB) (gbr),,,,,,,,,gkvb - RAF Fairford (gkvb),Francis S. Gabreski ANGS (francisSGabreskiAgs),,,,,,,,,,,,1445 - Ah Emitter Site Site 1 (1445),axqd0003 - BARNES MAP ANG SITE 3 (axqd0003),,,
,,,,,Georgia (GE) (geo),,,,,,,,,glen - Schriever AFB (glen),Fresno/Yosemite Air Terminal AGS (fresnoYosemiteAirTerminalAgs),,,,,,,,,,,,1446 - Ai Emitter Site Site 1 (1446),aycb0001 - Barro Radio Relay Annex Site #1 (aycb0001),,,
,,,,,Guernsey (GG) (ggy),,,,,,,,,grae - Hardwood Weapons Range (grae),Galena FOL (galenaFol),,,,,,,,,,,,1447 - Ak Emitter Site Site 1 (1447),ayed0001 - Barter Island Dew Station Bar Site #1 (ayed0001),,,
,,,,,Ghana (GH) (gha),,,,,,,,,grcl - Eastern Air Defense Sector ANG (grcl),General Billy Mitchell International Airport AGS (generalBillyMitchellIApAgs),,,,,,,,,,,,1448 - Aj Emitter Site Site 1 (1448),ayym0001 - Batman Air Base Site #1 (ayym0001),,,
,,,,,Gibraltar (GI) (gib),,,,,,,,,guqe - Forbes Field AGS (guqe),General Mitchell ANGB (generalMitchellAngb),,,,,,,,,,,,1449 - Am Emitter Site Site 1 (1449),"azyb0001 - BB-Emitter Site, Site #1 (azyb0001)",,,
,,,,,Guinea (GN) (gin),,,,,,,,,gxtn - Four Lakes ANGS (BRAC) (gxtn),General Wayne A. Downing Peoria International Airport AGS (generalWayneADowningPeoriaIApAgs),,,,,,,,,,,,1450 - An Emitter Site Site 1 (1450),"azyc0001 - AA-Emitter Site, Site #1 (azyc0001)",,,
,,,,,Guadeloupe (GP) (glp),,,,,,,,,haaw - Syracuse Hancock Field International Airport AGS (haaw),Gentile AFS (gentileAfs),,,,,,,,,,,,1451 - Ao Emitter Site Site 1 (1451),"azyd0001 - AB-Emitter Site, Site #1 (azyd0001)",,,
,,,,,"Gambia, The (GM) (gmb)",,,,,,,,,hayw - Fresno/Yosemite International Airport AGS (hayw),George AFB (georgeAfb),,,,,,,,,,,,1452 - Ap Emitter Site Site 1 (1452),"azye0001 - AC-Emitter Site, Site #1 (azye0001)",,,
,,,,,Guinea-Bissau (GW) (gnb),,,,,,,,,hemt - Fort Dodge ANG (hemt),Glynco ANGS (glyncoAngs),,,,,,,,,,,,1453 - Aq Emitter Site Site 1 (1453),"azyf0001 - AE-Emitter Site, Site #1 (azyf0001)",,,
,,,,,Equatorial Guinea (GQ) (gnq),,,,,,,,,hfha - Fort Huachuca (hfha),Goodfellow AFB (goodfellowAfb),,,,,,,,,,,,1454 - At Emitter Site Site 1 (1454),"azyg0001 - AF-Emitter Site, Site #1 (azyg0001)",,,
,,,,,Greece (GR) (grc),,,,,,,,,hkrz - Ft. Smith Municipal Airport AGS (hkrz),Grand Forks AFB (grandForksAfb),,,,,,,,,,,,1455 - Au Emitter Site Site 1 (1455),"azyh0001 - AG-Emitter Site, Site #1 (azyh0001)",,,
,,,,,Grenada (GD) (grd),,,,,,,,,hpzw - Galena FOL (BRAC) (hpzw),Great Falls International Airport AGS (greatFallsIApAgs),,,,,,,,,,,,1456 - Av Emitter Site Site 1 (1456),"azyj0001 - AH-Emitter Site, Site #1 (azyj0001)",,,
,,,,,Greenland (GL) (grl),,,,,,,,,htuv - General Billy Mitchell International Airport AGS (BRAC) (htuv),Greeley ANGS (greeleyAngs),,,,,,,,,,,,1457 - Barajas Administration Office Site #1  (1457),"azyk0001 - AI-Emitter Site, Site #1 (azyk0001)",,,
,,,,,Guatemala (GT) (gtm),,,,,,,,,htux - General Mitchell ANGB (htux),Griffiss AFB (griffissAfb),,,,,,,,,,,,1458 - Kalaeloa ANG Site #1  (1458),"azyl0001 - AK-Emitter Site, Site #1 (azyl0001)",,,
,,,,,French Guiana (GF) (guf),,,,,,,,,husa - Gentile AFS (husa),Grissom ARB (grissomArb),,,,,,,,,,,,1459 - Barking Sands Communication Station Site #1  (1459),"azym0001 - AJ-Emitter Site, Site #1 (azym0001)",,,
,,,,,Guam (GU) (gum),,,,,,,,,huua - George AFB (BRAC) (huua),Gulfport-Biloxi Airport ANG (gulfportBiloxiAirport),,,,,,,,,,,,1460 - Beale Air Force Base Site 1 (1460),"azyn0001 - AM-Emitter Site, Site #1 (azyn0001)",,,
,,,,,Guyana (GY) (guy),,,,,,,,,jasr - Glynco ANGS (jasr),Hammond ANG Communication Station (hammondAngCommunicationStation),,,,,,,,,,,,"1462 - Bear Creek Radio Relay Site, Site #1  (1462)","azyp0001 - AN-Emitter Site, Site #1 (azyp0001)",,,
,,,,,Hong Kong (HK) (hkg),,,,,,,,,jbsf - JB San Antonio-Fort Sam Houston (jbsf),Hanscom AFB (hanscomAfb),,,,,,,,,,,,"1464 - Beaver Creek Radio Relay Site, Site #1  (1464)","azyq0001 - AO-Emitter Site, Site #1 (azyq0001)",,,
,,,,,Heard Island and McDonald Islands (HM) (hmd),,,,,,,,,jcca - Johnstown Cambria County Airport (jcca),Hardwood Weapons Range (hardwoodWeaponsRange),,,,,,,,,,,,1465 - Beaver Creek Research Site 1 (1465),"azyr0001 - AP-Emitter Site, Site #1 (azyr0001)",,,
,,,,,Honduras (HN) (hnd),,,,,,,,,jcgu - Goodfellow AFB (jcgu),Harrisburg Olmstead International Airport AGS (harrisburgOlmsteadIApAgs),,,,,,,,,,,,1468 - Albion 21Mm12 Mini Mute Radar Site 1 (1468),"azys0001 - AQ-Emitter Site, Site #1 (azys0001)",,,
,,,,,Croatia (HR) (hrv),,,,,,,,,jfsd - Grand Forks AFB (jfsd),Hayward Municipal Airport (haywardMunicipalAirport),,,,,,,,,,,,1469 - Scott Mars Communication Annex Site 1 (1469),"azyt0001 - AT-Emitter Site, Site #1 (azyt0001)",,,
,,,,,Haiti (HT) (hti),,,,,,,,,jkse - Great Falls International Airport AGS (jkse),Hector International Airport AGS (hectorIApAgs),,,,,,,,,,,,1470 - Belleville Test Annex Site #1  (1470),"azyu0001 - AU-Emitter Site, Site #1 (azyu0001)",,,
,,,,,Hungary (HU) (hun),,,,,,,,,jlqn - General Wayne A. Downing Peoria International Airport AGS (jlqn),Hensley Field AGS (hensleyFieldAgs),,,,,,,,,,,,1473 - Bellows Site 1 (1473),"azyv0001 - AV-Emitter Site, Site #1 (azyv0001)",,,
,,,,,Indonesia (ID) (idn),,,,,,,,,jlsq - Pittsburgh International Airport ANG (jlsq),Hill AFB (hillAfb),,,,,,,,,,,,"1475 - Bitburg Storage Annex #2,  Site #1  (1475)",baak0001 - Barajas Administration Office Site #1 (baak0001),,,
,,,,,"Man, Isle Of (IM) (imn)",,,,,,,,,jlss - Pittsburgh International Airport ARS (jlss),Holloman AFB (hollomanAfb),,,,,,,,,,,,1477 - Nashville International Airport Site #1  (1477),baal0001 - Kalaeloa ANG Site #1 (baal0001),,,
,,,,,India (IN) (ind),,,,,,,,,jlws - New Castle County AGS (jlws),Homestead AFB (homesteadAfb),,,,,,,,,,,,"1478 - Bethel Radio Relay Site, Site #1  (1478)",baam0001 - Barking Sands Communication Station Site #1 (baam0001),,,
,,,,,British Indian Ocean Territory (IO) (iot),,,,,,,,,jmax - Greeley ANGS (jmax),Homestead ARB (homesteadArb),,,,,,,,,,,,1479 - Bald Mountain Training Site Site 1 (1479),baey0001 - Beale AF Base Site #1 (baey0001),,,
,,,,,Ireland (IE) (irl),,,,,,,,,jrez - Griffiss AFB (BRAC) (jrez),Horsham AGS (horshamAgs),,,,,,,,,,,,1480 - RAF Bicester Site #1  (1480),"bawb0001 - Bear Creek Radio Relay Site, Site #1 (bawb0001)",,,
,,,,,Iran (IR) (irn),,,,,,,,,jtve - Gulfport-Biloxi Airport ANG (jtve),Hunter Army Airfield (hunterArmyAirfield),,,,,,,,,,,,1481 - Bogota Air Station Site #1  (1481),"bbyw0001 - Beaver Creek Radio Relay Site, Site #1 (bbyw0001)",,,
,,,,,Iraq (IQ) (irq),,,,,,,,,jxpj - Dothan Regional Airport ANGS (jxpj),Hurlburt Field (hurlburtField),,,,,,,,,,,,"1482 - Big Mountain Radio Relay Site, Site #1  (1482)","bbyy0001 - Beaver Creek Research Site, Site #1 (bbyy0001)",,,
,,,,,Iceland (IS) (isl),,,,,,,,,kabd - Kahului Communication Station (kabd),Incirlik AB (incirlikAb),,,,,,,,,,,,1485 - Birch Lake Recreation Annex Site 1 (1485),bddr0001 - Box Elder Digital Radar Site (bddr0001),,,
,,,,,Israel (IL) (isr),,,,,,,,,kaff - Hammond ANG Communication Station (kaff),Izmir Air Base (izmirAirBase),,,,,,,,,,,,1486 - Birmingham Aprt Site #1  (1486),"behk0001 - Belle Fourche Radar Bomb Scoring Site, Site #1 (behk0001)",,,
,,,,,Italy (IT) (ita),,,,,,,,,kell - Kelly Field Annex (kell),Jackson Barracks ANGS (jacksonBarracksAngs),,,,,,,,,,,,1487 - Buckley Air Force Base Regional Medical Center Site #1  (1487),betm0001 - Scott Mars Communication Annex Site #1 (betm0001),,,
,,,,,Jamaica (JM) (jam),,,,,,,,,kjaq - Klamath Falls Airport-Kingsley Field AGS (kjaq),Jackson International Airport/Thompson Field AGS (jacksonIApThompsonFieldAgs),,,,,,,,,,,,1488 - Breitenbach (1488),betp0001 - Belleville Test Annex Site #1 (betp0001),,,
,,,,,Jersey (JE) (jey),,,,,,,,,kjgw - Hayward Municipal Airport (kjgw),Jacksonville International Airport AGS (jacksonvilleIApAgs),,,,,,,,,,,,1489 - Bitburg Communication Annex Site 1 (1489),bfmv0001 - Bellows Site #1 (bfmv0001),,,
,,,,,Jordan (JO) (jor),,,,,,,,,kkga - Hector International Airport AGS (kkga),JB Andrews (jbAndrews),,,,,,,,,,,,1490 - Bitburg Family Housing Annex Site #1  (1490),"bjag0001 - Bitburg Storage Annex #2, Site #1 (bjag0001)",,,
,,,,,Japan (JP) (jpn),,,,,,,,,klza - Hensley Field AGS (klza),JB Charleston (jbCharleston),,,,,,,,,,,,1491 - Black Rock Radio Relay Annex Site 1 (1491),bjhz0001 - Bergstrom Air Force Base (bjhz0001),,,
,,,,,Kazakhstan (KZ) (kaz),,,,,,,,,knmd - Joint Base Pearl Harbor - Hickam (knmd),JB Elmendorf Richardson (jbElmendorfRichardson),,,,,,,,,,,,1492 - Blair Lake Air Force Rangeex Site 1 (1492),bktz0001 - Nashville International Airport Site #1 (bktz0001),,,
,,,,,Kenya (KE) (ken),,,,,,,,,krsm - Hill AFB (krsm),JB Langley Eustis (jbLangleyEustis),,,,,,,,,,,,1493 - Blue Ash ANG Stn Site #1  (1493),bktz0002 - Nashville International Airport Site #2 (bktz0002),,,
,,,,,Kyrgyzstan (KG) (kgz),,,,,,,,,kwrd - Holloman AFB (kwrd),JB McGuire Dix Lakehurst (jbMcGuireDixLakehurst),,,,,,,,,,,,1494 - Blue Butte Communication Site Site 1 (1494),blcr0001 - Blenheim Crescent (blcr0001),,,
,,,,,Cambodia (KH) (khm),,,,,,,,,kyjl - Homestead AFB (BRAC) (kyjl),JB San Antonio-Fort Sam Houston (jbSanAntonioFortSamHouston),,,,,,,,,,,,1497 - Boise Air Terml Site #1  (1497),"blzz0001 - Bethel Radio Relay Site, Site #1 (blzz0001)",,,
,,,,,Kiribati (KI) (kir),,,,,,,,,kyjm - Homestead ARB (kyjm),JB San Antonio-Lackland AFB (jbSanAntonioLacklandAfb),,,,,,,,,,,,1498 - Boles Wells Water System Annex (1498),"bmts0001 - Bald Mountain Training Site, Site #1 (bmts0001)",,,
,,,,,St. Kitts And Nevis (KN) (kna),,,,,,,,,"ldcc - HQ, Mississippi ANG (ldcc)",JB San Antonio-Randolph AFB (jbSanAntonioRandolphAfb),,,,,,,,,,,,1500 - Boron Nexrad Site Site 1 (1500),bnde0001 - RAF Bicester Site #1 (bnde0001),,,
,,,,,"Korea, Republic Of (KR) (kor)",,,,,,,,,ldxf - Hulman Field AGS (Terre Haute International Airport) (ldxf),Jefferson Barracks ANGS (jeffersonBarracksAngs),,,,,,,,,,,,1502 - Bonito Lake Water System Annex (1502),bogo0001 - Bogota Air Station Site #1 (bogo0001),,,
,,,,,Kuwait (KW) (kwt),,,,,,,,,ljyc - Incirlik AB (ljyc),Jefferson Proving Grounds (jeffersonProvingGrounds),,,,,,,,,,,,1504 - Bonneville Radio Relay Annex Site 1 (1504),"bplz0001 - Big Mountain Radio Relay Site, Site #1 (bplz0001)",,,
,,,,,Laos (LA) (lao),,,,,,,,,lklw - Fort Indiantown GAP ANGS (lklw),Joe Foss Field AGS (joeFossFieldAgs),,,,,,,,,,,,1505 - Camp Courtney Family Housing Annex Site 1 (1505),braq0001 - Birch Lake Recreation Annex Site #1 (braq0001),,,
,,,,,Lebanon (LB) (lbn),,,,,,,,,lktc - Creech AFB (lktc),Johnstown Cambria County Airport (johnstownCambriaCountyAirport),,,,,,,,,,,,1506 - Camp Mctureous Family Housing Annex Site 1 (1506),brdm0001 - Brandon Medical Annex (brdm0001),,,
,,,,,Liberia (LR) (lbr),,,,,,,,,lrkc - Izmir Air Base (lrkc),Joint Base Anacostia-Bolling (jointBaseAnacostiaBolling),,,,,,,,,,,,1508 - Boulder Seismological Research Site Site 1 (1508),brkr0001 - Birmingham Airport Site #1 (brkr0001),,,
,,,,,Libya (LY) (lby),,,,,,,,,lrxq - Jackson International Airport/Thompson Field AGS (lrxq),Joint Base Pearl Harbor Hickam (jointBasePearlHarborHickam),,,,,,,,,,,,1509 - Cherry Creek Communications Annex Site #1  (1509),brkr0002 - BIRMINGHAM APRT SITE 2 (brkr0002),,,
,,,,,St. Lucia (LC) (lca),,,,,,,,,lsbc - Jackson Barracks ANGS (lsbc),Kadena AB (kadenaAb),,,,,,,,,,,,1510 - Bovine Mountain Gapfiller Radar Site 1 (1510),brmc0001 - Buckley Air Force Base Regional Medical Center Site #1 (brmc0001),,,
,,,,,Liechtenstein (LI) (lie),,,,,,,,,lsga - Jacksonville International Airport AGS (lsga),Kahului Communication Station (kahuluiCommunicationStation),,,,,,,,,,,,1512 - Bowmans Bayou Radio Relay Annex D 1A Site 1 (1512),brrc0001 - Brandon Resource Center Annex (brrc0001),,,
,,,,,Sri Lanka (LK) (lka),,,,,,,,,ltuy - Jefferson Barracks ANGS (ltuy),Kalaeloa ANG (kalaeloaAng),,,,,,,,,,,,"1514 - Brackettville Nexrad Weather Site, Site #1  (1514)",brtr0001 - Breitenbach (brtr0001),,,
,,,,,Lesotho (LS) (lso),,,,,,,,,ltwl - Jefferson Proving Grounds (ltwl),Keaukaha Military Reservation (keaukahaMilitaryReservation),,,,,,,,,,,,1515 - Cedar Pass Radio Relay Annex Site 1 (1515),bsgx0001 - Bitburg Communication Annex Site #1 (bsgx0001),,,
