Field Name,Field Alias,Domain Type,Domain Name,Option Name,Option Code,Min Value,Max Value
installationName,Installation Name,CodedValue,InstallationName,Onizuka AFS,onizukaAfs,,
installationName,Installation Name,CodedValue,InstallationName,Ontario ANGS,ontarioAngs,,
installationName,Installation Name,CodedValue,InstallationName,Orange ANGS,orangeAngs,,
installationName,Installation Name,CodedValue,InstallationName,Osan AB,osanAb,,
installationName,Installation Name,CodedValue,InstallationName,Other,other,,
installationName,Installation Name,CodedValue,InstallationName,Otis ANGB,otisAngb,,
installationName,Installation Name,CodedValue,InstallationName,Paine Field ANGS,paineFieldAngs,,
installationName,Installation Name,CodedValue,InstallationName,Patrick SFB,patrickSfb,,
installationName,Installation Name,CodedValue,InstallationName,Pease ANGS,peaseAngs,,
installationName,Installation Name,CodedValue,InstallationName,Peterson SFB,petersonSfb,,
installationName,Installation Name,CodedValue,InstallationName,Phoenix Sky Harbor International Airport AGS,phoenixSkyHarborIapAgs,,
installationName,Installation Name,CodedValue,InstallationName,Pittsburgh International Airport ANG,pittsburghIapAng,,
installationName,Installation Name,CodedValue,InstallationName,Pittsburgh International Airport ARS,pittsburghIapArs,,
installationName,Installation Name,CodedValue,InstallationName,Plattsburgh AFB,plattsburghAfb,,
installationName,Installation Name,CodedValue,InstallationName,Plumbrook Station,plumbrookStation,,
installationName,Installation Name,CodedValue,InstallationName,Portland International Airport AGS,portlandIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Punta Borinquen Radar Site,puntaBorinquenRadarSite,,
installationName,Installation Name,CodedValue,InstallationName,Punta Salinas Radar Site,puntaSalinasRadarSite,,
installationName,Installation Name,CodedValue,InstallationName,Quonset State Regional Airport AGS,quonsetStateRApAgs,,
installationName,Installation Name,CodedValue,InstallationName,RAF Alconbury,rafAlconbury,,
installationName,Installation Name,CodedValue,InstallationName,RAF Croughton,rafCroughton,,
installationName,Installation Name,CodedValue,InstallationName,RAF Fairford,rafFairford,,
installationName,Installation Name,CodedValue,InstallationName,RAF Lakenheath,rafLakenheath,,
installationName,Installation Name,CodedValue,InstallationName,RAF Menwith Hill,rafMenwithHill,,
installationName,Installation Name,CodedValue,InstallationName,RAF Mildenhall,rafMildenhall,,
installationName,Installation Name,CodedValue,InstallationName,RAF Molesworth,rafMolesworth,,
installationName,Installation Name,CodedValue,InstallationName,Ramstein AB,ramsteinAb,,
installationName,Installation Name,CodedValue,InstallationName,Reese AFB,reeseAfb,,
installationName,Installation Name,CodedValue,InstallationName,Reno-Tahoe International Airport AGS,renoTahoeIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Richards Gebaur AFB,richardsGebaurAfb,,
installationName,Installation Name,CodedValue,InstallationName,Richmond International Airport-Byrd Field AGS,richmondIApByrdFieldAgs,,
installationName,Installation Name,CodedValue,InstallationName,Rickenbacker International Airport ANGB,rickenbackerIApAngb,,
installationName,Installation Name,CodedValue,InstallationName,Robins AFB,robinsAfb,,
installationName,Installation Name,CodedValue,InstallationName,Rosecrans Memorial AGS,rosecransMemorialAgs,,
installationName,Installation Name,CodedValue,InstallationName,Roslyn ANGS,roslynAngs,,
installationName,Installation Name,CodedValue,InstallationName,SACO Maine,sacoMaine,,
installationName,Installation Name,CodedValue,InstallationName,Salt Lake City International Airport AGS,saltLakeCityIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,San Diego ANGS,sanDiegoAngs,,
installationName,Installation Name,CodedValue,InstallationName,Savannah/Hilton Head International Airport AGS,savannahHiltonHeadIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Savannah International Airport,savannahInternationalAirport,,
installationName,Installation Name,CodedValue,InstallationName,Schenectady Regional Airport AGS,schenectadyRApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Schriever SFB,schrieverSfb,,
installationName,Installation Name,CodedValue,InstallationName,Scott AFB,scottAfb,,
installationName,Installation Name,CodedValue,InstallationName,Scott Technology Center,scottTechnologyCenter,,
installationName,Installation Name,CodedValue,InstallationName,Selfridge ANGB,selfridgeAngb,,
installationName,Installation Name,CodedValue,InstallationName,Sepulveda ANGS,sepulvedaAngs,,
installationName,Installation Name,CodedValue,InstallationName,Seymour Johnson AFB,seymourJohnsonAfb,,
installationName,Installation Name,CodedValue,InstallationName,Shaw AFB,shawAfb,,
installationName,Installation Name,CodedValue,InstallationName,Sheppard AFB,sheppardAfb,,
installationName,Installation Name,CodedValue,InstallationName,Sioux Gateway Airport/Col Bud Day Field ANG,siouxGatewayArptColBudDayFieldAgs,,
installationName,Installation Name,CodedValue,InstallationName,Smoky Hill ANG Range,smokyHillANGRange,,
installationName,Installation Name,CodedValue,InstallationName,Southern California Logistics Airport,southernCaliforniaLogisticsArpt,,
installationName,Installation Name,CodedValue,InstallationName,South Portland ANGB,southPortlandAngb,,
installationName,Installation Name,CodedValue,InstallationName,Spangdahlem AB,spangdahlemAb,,
installationName,Installation Name,CodedValue,InstallationName,Spokane International Airport AGS,spokaneIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Springfield-Beckley Municipal Airport AGS,springfieldBeckleyMApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Stanly County ANGB,stanlyCountyAngb,,
installationName,Installation Name,CodedValue,InstallationName,State College ANGS,stateCollegeAngs,,
installationName,Installation Name,CodedValue,InstallationName,St Croix ANGS,stCroixAngs,,
installationName,Installation Name,CodedValue,InstallationName,Stewart International Airport ANGB,stewartIApAngb,,
installationName,Installation Name,CodedValue,InstallationName,Syracuse Hancock Field International Airport AGS,syracuseHancockFieldIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Ted Stevens International Airport ANGB,tedStevensIApAngb,,
installationName,Installation Name,CodedValue,InstallationName,Terre Haute International Airport-Hulman Field AGS,terreHauteIApHulmanFieldAgs,,
installationName,Installation Name,CodedValue,InstallationName,Pituffik SB,pituffikSb,,
installationName,Installation Name,CodedValue,InstallationName,Tinker AFB,tinkerAfb,,
installationName,Installation Name,CodedValue,InstallationName,Toledo Express Airport AGS,toledoExpressArptAgs,,
installationName,Installation Name,CodedValue,InstallationName,Tonopah Auxiliary Airfield Annex,tonopahAuxAirfieldAnnex,,
installationName,Installation Name,CodedValue,InstallationName,Travis AFB,travisAfb,,
installationName,Installation Name,CodedValue,InstallationName,Tucson International Airport AGS,tucsonIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Tulsa International Airport AGS,tulsaIApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Tyndall AFB,tyndallAfb,,
installationName,Installation Name,CodedValue,InstallationName,US Air Force Academy,uSAirForceAcademy,,
installationName,Installation Name,CodedValue,InstallationName,Vance AFB,vanceAfb,,
installationName,Installation Name,CodedValue,InstallationName,Vandenberg SFB,vandenbergSfb,,
installationName,Installation Name,CodedValue,InstallationName,Volk ANGB,volkAngb,,
installationName,Installation Name,CodedValue,InstallationName,Volkel AB,volkelAb,,
installationName,Installation Name,CodedValue,InstallationName,Warren Grove Range,warrenGroveRange,,
installationName,Installation Name,CodedValue,InstallationName,Westover ARB,westoverArb,,
installationName,Installation Name,CodedValue,InstallationName,Whiteman AFB,whitemanAfb,,
installationName,Installation Name,CodedValue,InstallationName,Williams AFB,williamsAfb,,
installationName,Installation Name,CodedValue,InstallationName,Willow Grove-Horsham AGS,willowGroveHorshamAgs,,
installationName,Installation Name,CodedValue,InstallationName,Will Rogers World Airport AGS,willRogersWorldArptAgs,,
installationName,Installation Name,CodedValue,InstallationName,W.K. Kellogg Regional Airport AGS,wKKelloggRApAgs,,
installationName,Installation Name,CodedValue,InstallationName,Wright-Patterson AFB,wrightPattersonAfb,,
installationName,Installation Name,CodedValue,InstallationName,Wurtsmith AFB,wurtsmithAfb,,
installationName,Installation Name,CodedValue,InstallationName,Yeager AGS,yeagerAgs,,
installationName,Installation Name,CodedValue,InstallationName,Yokota AB,yokotaAb,,
installationName,Installation Name,CodedValue,InstallationName,Youngstown Joint ARS,youngstownJointArs,,
installationName,Installation Name,CodedValue,InstallationName,Zanesville AGS,zanesvilleAgs,,
installationName,Installation Name,CodedValue,InstallationName,AlpenaCoRegionalAp,alpenaCoRegionalAp,,
installationName,Installation Name,CodedValue,InstallationName,EWVRAShepherdField,ewvraShepherdField,,
installationName,Installation Name,CodedValue,InstallationName,GoldwaterAngb,goldwaterAngb,,
installationName,Installation Name,CodedValue,InstallationName,HulmanField,hulmanField,,
installationName,Installation Name,CodedValue,InstallationName,MclaughlinAngb,mclaughlinAngb,,
installationName,Installation Name,CodedValue,InstallationName,MorrisAngb,morrisAngb,,
installationName,Installation Name,CodedValue,InstallationName,PittsburghIap,pittsburghIap,,
installationName,Installation Name,CodedValue,InstallationName,SITaegu,siTaegu,,
installationName,Installation Name,CodedValue,InstallationName,SumpterSmithAngb,sumpterSmithAngb,,
installationName,Installation Name,CodedValue,InstallationName,TruaxAngb,truaxAngb,,
isHeritageAsset,Is Heritage Asset,CodedValue,sdsYesOrNo,Yes,yes,,
isHeritageAsset,Is Heritage Asset,CodedValue,sdsYesOrNo,No,no,,
isHeritageAsset,Is Heritage Asset,CodedValue,sdsYesOrNo,To Be Determined,tbd,,
isRealProperty,Is Real Property,CodedValue,sdsYesOrNo,Yes,yes,,
isRealProperty,Is Real Property,CodedValue,sdsYesOrNo,No,no,,
isRealProperty,Is Real Property,CodedValue,sdsYesOrNo,To Be Determined,tbd,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Combat Command,acc,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Education and Training Command,aetc,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Force District of Washington,afdw,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Force Global Strike Command,afgsc,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Force Materiel Command,afmc,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Force Reserve Command,afrc,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Force Special Operations Command,afsoc,,
majorCommand,Major Command,CodedValue,MajorCommand,Air Mobility Command,amc,,
majorCommand,Major Command,CodedValue,MajorCommand,Air National Guard,ang,,
majorCommand,Major Command,CodedValue,MajorCommand,Other,other,,
majorCommand,Major Command,CodedValue,MajorCommand,Pacific Air Forces,pacaf,,
majorCommand,Major Command,CodedValue,MajorCommand,Space Operations Command,spoc,,
majorCommand,Major Command,CodedValue,MajorCommand,United States Air Force Academy,usafa,,
majorCommand,Major Command,CodedValue,MajorCommand,United States Air Forces in Europe,usafe,,
majorCommand,Major Command,CodedValue,MajorCommand,Space Systems Command,ssc,,
majorCommand,Major Command,CodedValue,MajorCommand,Space Training and Readiness Command,starcom,,
missionDependencyIndex,Mission Dependency Index,Range,SmsConditionIndex,,,-1,100
owner,Owner,CodedValue,OwnerType,US Air Force Reserve,afr,,
owner,Owner,CodedValue,OwnerType,Air National Guard,airNationalGuard,,
owner,Owner,CodedValue,OwnerType,Army National Guard,armyNationalGuard,,
owner,Owner,CodedValue,OwnerType,US County,county,,
owner,Owner,CodedValue,OwnerType,Federal General Services Administration,federalGSA,,
owner,Owner,CodedValue,OwnerType,Other Federal Administration,federalOther,,
owner,Owner,CodedValue,OwnerType,Host Nation,hostNation,,
owner,Owner,CodedValue,OwnerType,Leased,leased,,
owner,Owner,CodedValue,OwnerType,"NATO, Non-Federal",nonFederalNato,,
owner,Owner,CodedValue,OwnerType,Other Non-Federal Non-NATO,nonFederalOtherNonNato,,
owner,Owner,CodedValue,OwnerType,Other,other,,
owner,Owner,CodedValue,OwnerType,Public-Private Venture,ppv,,
owner,Owner,CodedValue,OwnerType,Private Entity,private,,
owner,Owner,CodedValue,OwnerType,US State,state,,
owner,Owner,CodedValue,OwnerType,To Be Determined,tbd,,
owner,Owner,CodedValue,OwnerType,US Army,usa,,
owner,Owner,CodedValue,OwnerType,US Army Corps of Engineers,usace,,
owner,Owner,CodedValue,OwnerType,US Air Force,usaf,,
owner,Owner,CodedValue,OwnerType,US Army Reserve,usar,,
owner,Owner,CodedValue,OwnerType,US Coast Guard,uscg,,
owner,Owner,CodedValue,OwnerType,US Marine Corps,usmc,,
owner,Owner,CodedValue,OwnerType,US Marine Corps Reserve,usmcr,,
owner,Owner,CodedValue,OwnerType,US Navy,usn,,
owner,Owner,CodedValue,OwnerType,US Navy Reserve,usnr,,
owner,Owner,CodedValue,OwnerType,United States Space Force,ussf,,
owner,Owner,CodedValue,OwnerType,Washington Headquarters Service,whs,,
perimeterSizeUom,Perimeter Size UOM,CodedValue,GsipLengthUom,Astronomic Unit,astronomicUnit,,
perimeterSizeUom,Perimeter Size UOM,CodedValue,GsipLengthUom,Centimeter,centimetre,,
